course_code,subject,term_value,term_text,scrape_timestamp,enrollment,capacity,seats_open,course_title,distribution_area,status
AAS 414,AAS,1234,22-23 Spr,2025-08-01T17:33:01.625176,2.0,18.0,16.0,'Unsettling Coloniality': Key Concepts in BlackStudies,EC or EM,
AAS 500,AAS,1234,22-23 Spr,2025-08-01T17:33:01.625231,15.0,20.0,5.0,African American IntellectualTradition,,
AAS 506,AAS,1234,22-23 Spr,2025-08-01T17:33:01.625284,1.0,10.0,9.0,"A History of Sex, Sexuality, and Religion inAmerica",,
AFS 201,AFS,1234,22-23 Spr,2025-08-01T17:33:01.625337,3.0,15.0,12.0,"Race, Religion, and Literature of the AfricanDiaspora",LA,
AFS 450,AFS,1234,22-23 Spr,2025-08-01T17:33:01.625391,7.0,18.0,11.0,Critical AfricanStudies,,
AMS 304,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625445,9.0,15.0,6.0,EnvironmentalRacism,CD or HA,Closed
AMS 317,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625499,15.0,12.0,-3.0,Sondheim's Musicals and the Making ofAmerica,LA,Closed
AMS 334,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625554,15.0,15.0,0.0,"American Genres: Western, Screwball Comedy, FilmNoir",LA,Closed
AMS 398,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625608,12.0,15.0,3.0,FAT: The F-Word and the PublicBody,SA,Closed
AMS 403,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625662,16.0,20.0,4.0,Advanced Seminar in American Studies: Elites in DemocraticAmerica,SA,
AMS 404,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625716,11.0,12.0,1.0,"Advanced Seminar in American Studies: 'America': Writing the Public, Writing theSelf",CD or LA,
AMS 415,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625770,10.0,15.0,5.0,Land and Story in NativeAmerica,CD or LA,Closed
AMS 442,AMS,1234,22-23 Spr,2025-08-01T17:33:01.625824,8.0,15.0,7.0,History and Memory on the Lower EastSide,CD or HA,Closed
ANT 203,ANT,1234,22-23 Spr,2025-08-01T17:33:01.625877,14.0,15.0,1.0,Economic Life in CulturalContext,SA,
ANT 206,ANT,1234,22-23 Spr,2025-08-01T17:33:01.625931,33.0,30.0,-3.0,HumanEvolution,EC,Closed
ANT 214,ANT,1234,22-23 Spr,2025-08-01T17:33:01.625985,40.0,40.0,0.0,Anthropology andEnvironment,CD or EM,Closed
ANT 217,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626039,11.0,15.0,4.0,Anthropology of Religion: Fetishism andDecolonization,CD or SA,Closed
ANT 223,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626093,52.0,60.0,8.0,Policing and MilitarizationToday,CD or SA,
ANT 238,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626147,19.0,20.0,1.0,"Human, Machine, and In-Between: The Anthropology ofAI",CD,
ANT 240,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626200,59.0,60.0,1.0,MedicalAnthropology,CD or EM,
ANT 245,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626255,18.0,20.0,2.0,"Nuclear Princeton: An Indigenous Approach to Science, Technology and theEnvironment",CD or EC,
ANT 301,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626308,18.0,20.0,2.0,The Ethnographer'sCraft,SA,
ANT 301,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626362,18.0,20.0,2.0,The Ethnographer'sCraft,SA,
ANT 308,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626415,15.0,15.0,0.0,Empires ofDebt,HA or SA,Closed
ANT 311,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626469,29.0,36.0,7.0,"Food, Culture &Society",CD or SA,
ANT 316,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626522,17.0,20.0,3.0,"Asian American Perils: Virus, Vermin,Machine",CD or SA,
ANT 344,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626576,21.0,20.0,-1.0,Masculinities,CD or SA,Closed
ANT 352,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626628,11.0,18.0,7.0,How We Talk: Linguistic Anthropology Methods andTheories,CD or SA,
ANT 357,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626685,12.0,15.0,3.0,"Language, Expressivity, andPower",CD or SA,Closed
ANT 403,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626739,20.0,24.0,4.0,Race andMedicine,CD or EM,
ANT 417,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626792,0.0,0.0,0.0,"Labors of Consciousness: Culture, Capital, MoralEconomy",SA,Canceled
ANT 436,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626848,10.0,15.0,5.0,Theory from the Margins: Post- and Decolonial Theory In And Out ofAnthropology,CD or SA,Closed
ANT 502,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626903,8.0,10.0,2.0,Proseminar inAnthropology,,
ANT 504A,ANT,1234,22-23 Spr,2025-08-01T17:33:01.626959,5.0,15.0,10.0,"Advanced Topics in Anthropology (Half-Term): A Guess at the Riddle: Ethnography, Abduction, and Ecologies ofSigns",,
ANT 504B,ANT,1234,22-23 Spr,2025-08-01T17:33:01.627012,10.0,12.0,2.0,Advanced Topics in Anthropology (Half-Term): EconomicAnthropology,,
ANT 505,ANT,1234,22-23 Spr,2025-08-01T17:33:01.627065,14.0,15.0,1.0,Field ResearchPracticum,,
ANT 522A,ANT,1234,22-23 Spr,2025-08-01T17:33:01.627118,9.0,12.0,3.0,Topics in Theory and Practice of Anthropology (Half-Term): Indigenous Cosmopolitics: Perspectivism in theAnthropocene,,
AOS 537,AOS,1234,22-23 Spr,2025-08-01T17:33:01.627171,7.0,30.0,23.0,AtmosphericChemistry,,
AOS 547,AOS,1234,22-23 Spr,2025-08-01T17:33:01.627225,9.0,30.0,21.0,Atmospheric Thermodynamics andConvection,,
AOS 572,AOS,1234,22-23 Spr,2025-08-01T17:33:01.627281,7.0,20.0,13.0,Atmospheric and Oceanic WaveDynamics,,
AOS 580,AOS,1234,22-23 Spr,2025-08-01T17:33:01.627334,9.0,30.0,21.0,Graduate Seminar in Atmospheric and OceanicSciences,,
APC 199,APC,1234,22-23 Spr,2025-08-01T17:33:01.627387,51.0,65.0,14.0,MathAlive,QCR,
APC 350,APC,1234,22-23 Spr,2025-08-01T17:33:01.627441,15.0,50.0,35.0,Introduction to DifferentialEquations,QCR,
APC 523,APC,1234,22-23 Spr,2025-08-01T17:33:01.627494,27.0,50.0,23.0,Numerical Algorithms for ScientificComputing,,
ARA 102,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627547,7.0,11.0,4.0,Elementary ArabicII,,
ARA 102,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627600,11.0,11.0,0.0,Elementary ArabicII,,Closed
ARA 102,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627653,11.0,13.0,2.0,Elementary ArabicII,,
ARA 107,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627705,9.0,12.0,3.0,Intermediate ArabicII,,
ARA 107,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627759,12.0,12.0,0.0,Intermediate ArabicII,,Closed
ARA 308,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627813,5.0,12.0,7.0,Theory and Practice of Arabic to EnglishTranslation,LA,
ARA 313,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627867,10.0,12.0,2.0,Arabic Skills for EverydayLiving,,
ARA 315,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627920,7.0,15.0,8.0,Moroccan DaarijahDialect,,
ARA 404,ARA,1234,22-23 Spr,2025-08-01T17:33:01.627973,6.0,12.0,6.0,Topics in Arabic Language and Culture: Texts from Arabic PrisonLiterature,LA,
ARC 204,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628026,53.0,63.0,10.0,Introduction to ArchitecturalDesign,LA,
ARC 206,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628080,45.0,20.0,-25.0,Geometry and ArchitecturalRepresentation,LA,Closed
ARC 322,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628133,13.0,18.0,5.0,History of Comparative Architecture: What Color is theModern?,HA or LA,
ARC 351,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628187,12.0,13.0,1.0,Junior StudioII,,
ARC 378,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628239,9.0,10.0,1.0,Collage Making inArchitecture,LA,
ARC 382,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628293,13.0,15.0,2.0,Unlikely Architects in PlantationLandscapes,HA,
ARC 412,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628347,0.0,0.0,0.0,Implications and Complications of Embodied EnergyAnalysis,,Canceled
ARC 502,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628401,25.0,25.0,0.0,Architecture DesignStudio,,Closed
ARC 504,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628453,12.0,15.0,3.0,Integrated BuildingStudios,,
ARC 506A,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628509,12.0,15.0,3.0,Architecture DesignStudio,,
ARC 506B,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628563,11.0,15.0,4.0,Architecture DesignStudio,,
ARC 508A,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628616,28.0,28.0,0.0,M. Arch ThesisStudio,,Closed
ARC 508B,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628668,8.0,12.0,4.0,Post-Prof. ThesisStudio,,
ARC 509,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628721,30.0,24.0,-6.0,Integrated BuildingSystems,,Closed
ARC 511,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628775,29.0,32.0,3.0,StructuralDesign,,
ARC 513,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628828,16.0,12.0,-4.0,Contemporary FacadeDesign,,Closed
ARC 515,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628880,25.0,20.0,-5.0,"The Environmental Engineering of Buildings, PartII",,Closed
ARC 532,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628933,9.0,10.0,1.0,Post-Professional M.Arch. ThesisSeminar,,
ARC 533,ARC,1234,22-23 Spr,2025-08-01T17:33:01.628986,8.0,9.0,1.0,Collage Making inArchitecture,,
ARC 537,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629038,16.0,15.0,-1.0,"Architecture, Technology, and the Environment: Energy from Turtles to theGrid",,Closed
ARC 546,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629091,8.0,15.0,7.0,Technology and the City: The Architectural Implications of Networked UrbanLandscape,,
ARC 547,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629145,20.0,30.0,10.0,Introduction to FormalAnalysis,,
ARC 550,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629197,15.0,16.0,1.0,Space and Subjectivity: Labor'sHistories,,
ARC 553,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629250,7.0,12.0,5.0,"Of Monkeys, Men and GreatEdifices",,
ARC 560,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629303,12.0,12.0,0.0,Topics in Contemporary Architecture & Urbanism: Writing theCity,,Closed
ARC 560A,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629356,15.0,15.0,0.0,Topics in Contemporary Architecture and Urbanism: Building and EmbodiedCarbon,,Closed
ARC 560B,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629409,9.0,15.0,6.0,"Topics in Contemporary Architecture & Urbanism: Bed Project II, SymposiumBanquet",,
ARC 563,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629462,21.0,20.0,-1.0,"Founding, Building, and Managing your own Architectural Practice: Managing your own ArchitecturalPractice",,Closed
ARC 572,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629514,5.0,12.0,7.0,Research in Architecture(Proseminar),,
ARC 573,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629567,7.0,10.0,3.0,"Pro Seminar: Computation, Energy, Technology inArchitecture",,
ARC 575,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629620,16.0,20.0,4.0,Advanced Topics in Modern Architecture: Mies van der Rohe and the Architecture ofCapitalism,,
ARC 576,ARC,1234,22-23 Spr,2025-08-01T17:33:01.629673,6.0,15.0,9.0,"Advanced Topics in Modern Architecture: Environments of Governance: Architecture, Media,Development",,
ARC 578,ARC,1234,22-23 Spr,2025-08-01T17:33:25.603746,0.0,0.0,0.0,"Utopics: Private Fantasies, PublicProjects",,Canceled
ARC 580,ARC,1234,22-23 Spr,2025-08-01T17:33:25.603816,10.0,12.0,2.0,"Gender, Cities, and Dissent: LivingRoom",,
ARC 594,ARC,1234,22-23 Spr,2025-08-01T17:33:25.603874,18.0,12.0,-6.0,Topics in Architecture: The Total Corporation: The Design of Everything In a GlobalContext,,Closed
ART 102,ART,1234,22-23 Spr,2025-08-01T17:33:25.603934,184.0,192.0,8.0,An Introduction to the History ofArchitecture,LA,
ART 106,ART,1234,22-23 Spr,2025-08-01T17:33:25.603989,0.0,0.0,0.0,Looking Lab: Experiments in Visual Thinking and Thinking aboutVisuals,EC or LA,Canceled
ART 209,ART,1234,22-23 Spr,2025-08-01T17:33:25.604044,8.0,15.0,7.0,Between Renaissance and Revolution: Baroque Art inEurope,LA,
ART 214,ART,1234,22-23 Spr,2025-08-01T17:33:25.604100,63.0,84.0,21.0,Contemporary Art: 1950 -2000,LA,
ART 216,ART,1234,22-23 Spr,2025-08-01T17:33:25.604154,3.0,15.0,12.0,Aesthetics and Politics of ChinesePainting,LA,
ART 228,ART,1234,22-23 Spr,2025-08-01T17:33:25.604209,10.0,24.0,14.0,Art and Power in the MiddleAges,HA or LA,
ART 309,ART,1234,22-23 Spr,2025-08-01T17:33:25.604264,0.0,0.0,0.0,The Romans'  PaintedWorld,LA,Canceled
ART 343,ART,1234,22-23 Spr,2025-08-01T17:33:25.604318,9.0,11.0,2.0,Topics in 19th-Century Art: Artists and TheirSubjects,LA,
ART 354,ART,1234,22-23 Spr,2025-08-01T17:33:25.604372,0.0,0.0,0.0,The Image Multiplied: Printmaking from Then toNow,LA,Canceled
ART 361,ART,1234,22-23 Spr,2025-08-01T17:33:25.604426,0.0,0.0,0.0,The Art & Archaeology ofPlague,HA,Canceled
ART 365,ART,1234,22-23 Spr,2025-08-01T17:33:25.604481,7.0,6.0,-1.0,OlmecArt,LA,Closed
ART 388,ART,1234,22-23 Spr,2025-08-01T17:33:25.604537,12.0,12.0,0.0,Fascist Aesthetics: Women & Photography between the WorldWars,HA or LA,Closed
ART 401,ART,1234,22-23 Spr,2025-08-01T17:33:25.604595,15.0,5.0,-10.0,Introduction toArchaeology,EC,Closed
ART 414,ART,1234,22-23 Spr,2025-08-01T17:33:25.604668,7.0,12.0,5.0,"Hellenistic Art: Visual Cultures of the Greater Greek World, East and West, 330-30BCE",HA,
ART 431,ART,1234,22-23 Spr,2025-08-01T17:33:25.604734,6.0,15.0,9.0,"Art, Culture, and Identity in MedievalSpain",CD or LA,
ART 435,ART,1234,22-23 Spr,2025-08-01T17:33:25.604789,10.0,12.0,2.0,Bernini'sWomen,LA,
ART 447,ART,1234,22-23 Spr,2025-08-01T17:33:25.604842,15.0,13.0,-2.0,"Siegecraft: Architecture, Warfare, andMedia",LA,Closed
ART 488,ART,1234,22-23 Spr,2025-08-01T17:33:25.604895,9.0,14.0,5.0,The Modern Museum: Between Preservation &Action,LA,
ART 502B,ART,1234,22-23 Spr,2025-08-01T17:33:25.604949,15.0,20.0,5.0,The GraduateSeminar,,
ART 518,ART,1234,22-23 Spr,2025-08-01T17:33:25.605001,8.0,8.0,0.0,The RomanVilla,,Closed
ART 535,ART,1234,22-23 Spr,2025-08-01T17:33:25.605057,4.0,12.0,8.0,"Byzantine Art: Mimesis, Participation, andPerformance",,
ART 553,ART,1234,22-23 Spr,2025-08-01T17:33:25.605124,1.0,12.0,11.0,Seminar in Central EuropeanArt,,
ART 565,ART,1234,22-23 Spr,2025-08-01T17:33:25.605180,10.0,12.0,2.0,Seminar in Modernist Art and Theory: Before and AfterGender,,
ART 571,ART,1234,22-23 Spr,2025-08-01T17:33:25.605247,14.0,10.0,-4.0,Frequencies of BlackLife,,Closed
ART 572,ART,1234,22-23 Spr,2025-08-01T17:33:25.605309,3.0,12.0,9.0,Chinese Painting in the Collection ofPUAM,,
ASA 238,ASA,1234,22-23 Spr,2025-08-01T17:33:25.605365,36.0,45.0,9.0,"Asian-American Psyches: Model Minority, Microaggressions and MentalHealth",CD or SA,
ASA 320,ASA,1234,22-23 Spr,2025-08-01T17:33:25.605426,6.0,20.0,14.0,Asian American Gender andSexuality,CD or SA,
ASA 332,ASA,1234,22-23 Spr,2025-08-01T17:33:25.605483,8.0,15.0,7.0,Asian Americans and IdentityPolitics,CD or SA,
ASA 389,ASA,1234,22-23 Spr,2025-08-01T17:33:25.605538,3.0,15.0,12.0,"New York Stories: Asian Pacific American Art, Activism, Literature andFilm",CD or LA,
ASL 102,ASL,1234,22-23 Spr,2025-08-01T17:33:25.605592,15.0,15.0,0.0,Beginner's American Sign LanguageII,,Closed
ASL 102,ASL,1234,22-23 Spr,2025-08-01T17:33:25.605645,16.0,15.0,-1.0,Beginner's American Sign LanguageII,,Closed
ASL 107,ASL,1234,22-23 Spr,2025-08-01T17:33:25.605697,8.0,15.0,7.0,Advanced American SignLanguage,,
ASL 107,ASL,1234,22-23 Spr,2025-08-01T17:33:25.605750,13.0,15.0,2.0,Advanced American SignLanguage,,
AST 203,AST,1234,22-23 Spr,2025-08-01T17:33:25.605804,94.0,145.0,51.0,TheUniverse,QCR or SEN,
AST 204,AST,1234,22-23 Spr,2025-08-01T17:33:25.605858,33.0,100.0,67.0,Topics in ModernAstronomy,QCR or SEN,
AST 206,AST,1234,22-23 Spr,2025-08-01T17:33:25.605913,40.0,130.0,90.0,BlackHoles,QCR or SEN,
AST 251,AST,1234,22-23 Spr,2025-08-01T17:33:25.605968,9.0,10.0,1.0,Space Physics LaboratoryII,,
AST 309,AST,1234,22-23 Spr,2025-08-01T17:33:25.606021,14.0,35.0,21.0,The Science of Fission and FusionEnergy,SEN,
AST 403,AST,1234,22-23 Spr,2025-08-01T17:33:25.606074,22.0,30.0,8.0,Stars and StarFormation,SEN,
AST 514,AST,1234,22-23 Spr,2025-08-01T17:33:25.606128,19.0,20.0,1.0,Structure of theStars,,
AST 520,AST,1234,22-23 Spr,2025-08-01T17:33:25.606182,4.0,20.0,16.0,High EnergyAstrophysics,,
AST 542,AST,1234,22-23 Spr,2025-08-01T17:33:25.606234,31.0,100.0,69.0,Seminar in Observational Astrophysics: Current Research Topics inAstrophysics,,
AST 552,AST,1234,22-23 Spr,2025-08-01T17:33:25.606286,10.0,15.0,5.0,General Plasma PhysicsII,,
AST 554,AST,1234,22-23 Spr,2025-08-01T17:33:25.606339,10.0,20.0,10.0,Irreversible Processes inPlasmas,,
AST 555,AST,1234,22-23 Spr,2025-08-01T17:33:25.606401,14.0,30.0,16.0,Fusion Plasmas & PlasmaDiagnostics,,
AST 558,AST,1234,22-23 Spr,2025-08-01T17:33:25.606454,14.0,30.0,16.0,Seminar in PlasmaPhysics,,
AST 560,AST,1234,22-23 Spr,2025-08-01T17:33:25.606506,9.0,30.0,21.0,Computational Methods in PlasmaPhysics,,
AST 562,AST,1234,22-23 Spr,2025-08-01T17:33:25.606567,5.0,8.0,3.0,Laboratory in PlasmaPhysics,,
ATL 495,ATL,1234,22-23 Spr,2025-08-01T17:33:25.606623,15.0,20.0,5.0,Princeton Atelier: Experiments inOpera,LA,Closed
ATL 496,ATL,1234,22-23 Spr,2025-08-01T17:33:25.606676,31.0,30.0,-1.0,Princeton Atelier: How to Write aSong,LA,Closed
ATL 497,ATL,1234,22-23 Spr,2025-08-01T17:33:25.606730,22.0,20.0,-2.0,"Princeton Atelier: Tap Dance Experiments in Video and Sound/Rhythm: SOIL, SAND,BONE",LA,Closed
ATL 498,ATL,1234,22-23 Spr,2025-08-01T17:33:25.606783,14.0,20.0,6.0,Princeton Atelier: How to Find a Missing BlackWoman,LA,Closed
ATL 499,ATL,1234,22-23 Spr,2025-08-01T17:33:25.606836,2.0,15.0,13.0,"Princeton Atelier: Sites of Memory: Gender, Performance, and theLaw",LA,Closed
BCS 102,BCS,1234,22-23 Spr,2025-08-01T17:33:25.606890,0.0,0.0,0.0,Beginning Bosnian-Croatian-SerbianII,,Canceled
BCS 102,BCS,1234,22-23 Spr,2025-08-01T17:33:25.606942,4.0,10.0,6.0,Beginning Bosnian-Croatian-SerbianII,,
CBE 246,CBE,1234,22-23 Spr,2025-08-01T17:33:25.606995,26.0,50.0,24.0,Thermodynamics,SEN,
CBE 260,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607046,37.0,55.0,18.0,Ethics and Technology: Engineering in the RealWorld,EM,
CBE 346,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607100,33.0,31.0,-2.0,Chemical and Biological EngineeringLaboratory,SEL,Closed
CBE 352,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607155,10.0,15.0,5.0,Junior IndependentWork,,
CBE 433,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607208,20.0,40.0,20.0,Introduction to the Mechanics and Dynamics of Soft LivingMatter,,
CBE 438,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607262,22.0,45.0,23.0,BiomolecularEngineering,,
CBE 440,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607316,46.0,45.0,-1.0,The Physical Basis of HumanDisease,,Closed
CBE 441,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607370,35.0,40.0,5.0,Chemical ReactionEngineering,SEN,
CBE 454,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607424,24.0,24.0,0.0,SeniorThesis,,Closed
CBE 510,CBE,1234,22-23 Spr,2025-08-01T17:33:25.607475,28.0,30.0,2.0,TransportPhenomena,,
CEE 262B,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607529,162.0,180.0,18.0,Structures and the UrbanEnvironment,SEL,
CEE 306,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607584,30.0,30.0,0.0,Hydrology: Water andClimate,SEN,Closed
CEE 311,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607639,19.0,50.0,31.0,Global AirPollution,,
CEE 312,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607694,57.0,75.0,18.0,Statics ofStructures,SEN,
CEE 364,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607748,23.0,20.0,-3.0,Materials in CivilEngineering,SEL,Closed
CEE 365,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607802,31.0,50.0,19.0,Soil Mechanics and GeotechnicalEngineering,,
CEE 376,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607855,6.0,6.0,0.0,IndependentStudy,,Closed
CEE 401,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607906,14.0,50.0,36.0,"Zero Carbon, Resilient, Equitable Cities: Infrastructure Innovations and SystemsAnalysis",,
CEE 460,CEE,1234,22-23 Spr,2025-08-01T17:33:25.607960,28.0,30.0,2.0,RiskAnalysis,QCR,
CEE 461,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608017,13.0,20.0,7.0,Design of Large-Scale Structures:Buildings,SEN,
CEE 477,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608072,13.0,25.0,12.0,Engineering Design for SustainableDevelopment,SEN,
CEE 478,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608127,29.0,45.0,16.0,SeniorThesis,,
CEE 507,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608177,0.0,0.0,0.0,Independent StudyI,,Canceled
CEE 508,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608229,0.0,0.0,0.0,Independent StudyII,,Canceled
CEE 509,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608280,11.0,20.0,9.0,DirectedResearch,,
CEE 510,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608330,3.0,30.0,27.0,ResearchSeminar,,
CEE 511,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608381,4.0,10.0,6.0,Design of Large-Scale Structures:Buildings,,
CEE 518,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608434,3.0,30.0,27.0,"Zero Carbon, Resilient, Equitable Cities: Infrastructure Innovations and SystemsAnalysis",,
CEE 520,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608486,5.0,30.0,25.0,Applied NetworkAnalysis,,
CEE 531,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608538,6.0,20.0,14.0,Materials andProcesses,,
CEE 546,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608590,0.0,0.0,0.0,Form Finding of StructuralSurfaces,,Canceled
CEE 571,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608642,8.0,15.0,7.0,EnvironmentalChemistry,,
CEE 588,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608694,14.0,20.0,6.0,Boundary LayerMeteorlogy,,
CEE 599,CEE,1234,22-23 Spr,2025-08-01T17:33:25.608745,5.0,15.0,10.0,Special Topics in Environmental Engineering and Water Resources: Pathways to Water SectorDecarbonization,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.608797,7.0,10.0,3.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.608849,4.0,10.0,6.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.608901,5.0,10.0,5.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.608953,5.0,10.0,5.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.609004,5.0,10.0,5.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.609056,8.0,10.0,2.0,Elementary ChineseII,,
CHI 102,CHI,1234,22-23 Spr,2025-08-01T17:33:25.609107,6.0,10.0,4.0,Elementary ChineseII,,
CHI 107,CHI,1234,22-23 Spr,2025-08-01T17:33:25.609159,6.0,10.0,4.0,Intermediate ChineseII,,
CHI 107,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515529,8.0,10.0,2.0,Intermediate ChineseII,,
CHI 107,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515607,8.0,10.0,2.0,Intermediate ChineseII,,
CHI 107,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515669,5.0,10.0,5.0,Intermediate ChineseII,,
CHI 108,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515728,6.0,10.0,4.0,Intensive IntermediateChinese,,
CHI 108,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515787,6.0,10.0,4.0,Intensive IntermediateChinese,,
CHI 108,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515846,0.0,0.0,0.0,Intensive IntermediateChinese,,Canceled
CHI 108,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515906,7.0,10.0,3.0,Intensive IntermediateChinese,,
CHI 108,CHI,1234,22-23 Spr,2025-08-01T17:33:49.515964,4.0,8.0,4.0,Intensive IntermediateChinese,,
CHI 302,CHI,1234,22-23 Spr,2025-08-01T17:33:49.516022,6.0,10.0,4.0,Introduction to Classical ChineseII,HA,
CHI 302,CHI,1234,22-23 Spr,2025-08-01T17:33:49.516082,8.0,10.0,2.0,Introduction to Classical ChineseII,HA,
CHI 304,CHI,1234,22-23 Spr,2025-08-01T17:33:49.516140,3.0,10.0,7.0,Third-Year Modern ChineseII,,
CHI 304,CHI,1234,22-23 Spr,2025-08-01T17:33:49.516198,0.0,0.0,0.0,Third-Year Modern ChineseII,,Canceled
